1758467742.741025000	5b72acb11f0f	54656c69612d32472d413242383631	-78,-81,-81
1758467742.748559000	771ae4b8d94f	54656c69612d32472d413242393031	-80,-81,-85
1758467742.753748000	228571f08ccf	546865794b6e6f77576865726549503f21	-78,-84,-79
1758467742.767698000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467742.770675000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467742.841130000	5b72acb11f0f	54656c69612d32472d413242383631	-78,-81,-81
1758467742.853486000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-82,-86
1758467742.870256000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467742.873236000	4ca30baada51	54656c69612d32472d413242423731	-63,-63,-73
1758467743.074844000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467743.077824000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467743.105766000	17000acdf3ee	5a617057616e	-84,-88,-86
1758467743.118763000	17000acdf3ee	<MISSING>	-80,-83,-83
1758467743.136030000	17000acdf3ee	5a617057616e	-79,-82,-82
1758467743.148143000	5b72acb11f0f	54656c69612d32472d413242383631	-71,-72,-76
1758467743.149824000	17000acdf3ee	<MISSING>	-82,-87,-83
1758467743.181400000	17000acdf3ee	5a617057616e	-84,-87,-87
1758467743.279980000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467743.282961000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467743.382097000	ab2bd85168fd	54656c69612d32472d413242423631	-24,-25,-31
1758467743.385155000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467743.466836000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-84,-86
1758467743.567569000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-86
1758467743.574375000	228571f08ccf	546865794b6e6f77576865726549503f21	-76,-80,-77
1758467743.586914000	ab2bd85168fd	54656c69612d32472d413242423631	-24,-25,-31
1758467743.589937000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467743.689338000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467743.692344000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467743.792630000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467743.795608000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467743.867375000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-81,-82
1758467743.879184000	228571f08ccf	546865794b6e6f77576865726549503f21	-80,-87,-80
1758467743.979915000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-83,-85
1758467744.071752000	5b72acb11f0f	54656c69612d32472d413242383631	-66,-67,-73
1758467744.100029000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.184709000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-82,-86
1758467744.288799000	228571f08ccf	546865794b6e6f77576865726549503f21	-80,-84,-81
1758467744.303392000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467744.306391000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.339522000	d286a7d9569f	<MISSING>	-84,-89,-85
1758467744.379394000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-82
1758467744.382110000	d286a7d9569f	<MISSING>	-66,-66,-78
1758467744.409987000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.420456000	d286a7d9569f	<MISSING>	-83,-84,-87
1758467744.481795000	5b72acb11f0f	54656c69612d32472d413242383631	-77,-80,-80
1758467744.493619000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-85,-80
1758467744.508270000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467744.511255000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.611717000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.614715000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467744.686602000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-81,-84
1758467744.696693000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-87
1758467744.713358000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.796382000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-82,-85
1758467744.800813000	228571f08ccf	546865794b6e6f77576865726549503f21	-80,-84,-82
1758467744.816182000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.819189000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467744.898811000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-88
1758467744.918608000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467744.921606000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467744.993786000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-82
1758467745.020068000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-68
1758467745.023057000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467745.094317000	5b72acb11f0f	54656c69612d32472d413242383631	-77,-80,-79
1758467745.123046000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467745.126044000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467745.225640000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467745.228649000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467745.328128000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467745.331098000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467745.413539000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-82,-87
1758467745.430204000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467745.433214000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467745.504328000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-81
1758467745.517637000	228571f08ccf	546865794b6e6f77576865726549503f21	-76,-79,-79
1758467745.737417000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467745.839723000	ab2bd85168fd	54656c69612d32472d413242423631	-26,-27,-31
1758467745.842703000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467745.941784000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467745.944750000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.017789000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-82,-83
1758467746.029617000	228571f08ccf	546865794b6e6f77576865726549503f21	-78,-82,-80
1758467746.044791000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.047787000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467746.147686000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467746.150668000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.222591000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-81,-83
1758467746.249482000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.252462000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467746.308329000	77510e1a9cd7	54656c69612d32472d413242393531	-86,-90,-88
1758467746.352215000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.355214000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467746.454310000	ab2bd85168fd	54656c69612d32472d413242423631	-26,-27,-31
1758467746.541634000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-85,-80
1758467746.557101000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.560082000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467746.623149000	5b1e22e0ed11	5a617057616e	-82,-85,-84
1758467746.624457000	5b1e22e0ed11	<MISSING>	-84,-88,-86
1758467746.632247000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-83,-82
1758467746.659149000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467746.734635000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-82,-83
1758467746.836829000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-82
1758467746.844452000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-86
1758467746.848859000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-86,-80
1758467746.947288000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-82,-86
1758467746.954378000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-85,-80
1758467746.966162000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.041815000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-82,-83
1758467747.068714000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.071769000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467747.154345000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-87
1758467747.157661000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-83,-80
1758467747.171218000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.174218000	4ca30baada51	54656c69612d32472d413242423731	-62,-62,-71
1758467747.246637000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-81,-83
1758467747.273504000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467747.276575000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.375755000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.463239000	228571f08ccf	546865794b6e6f77576865726549503f21	-80,-86,-81
1758467747.580700000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.584426000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467747.686922000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467747.757623000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-82
1758467747.786186000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.789414000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467747.860578000	5b72acb11f0f	54656c69612d32472d413242383631	-67,-73,-68
1758467747.887896000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467747.891138000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467747.961208000	5b72acb11f0f	54656c69612d32472d413242383631	-77,-78,-83
1758467747.990985000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467748.195123000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467748.198126000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467748.267650000	b0482c5b4824	536f667573203247	-80,-84,-81
1758467748.270648000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-81,-82
1758467748.297038000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-71
1758467748.300046000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467748.356123000	77510e1a9cd7	54656c69612d32472d413242393531	-87,-94,-87
1758467748.373199000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-82,-83
1758467748.383135000	771ae4b8d94f	54656c69612d32472d413242393031	-79,-80,-85
1758467748.487253000	228571f08ccf	546865794b6e6f77576865726549503f21	-78,-84,-79
1758467748.502800000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467748.505910000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467748.589668000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-85,-80
1758467748.604557000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467748.607583000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467748.679351000	5b72acb11f0f	54656c69612d32472d413242383631	-78,-81,-80
1758467748.692059000	228571f08ccf	546865794b6e6f77576865726549503f21	-80,-85,-81
1758467748.707194000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467748.782647000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-82
1758467748.816233000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.014440000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.017435000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467749.089473000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-82
1758467749.116342000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467749.119322000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467749.121038000	17000acdf3ee	5a617057616e	-84,-88,-86
1758467749.133594000	17000acdf3ee	<MISSING>	-84,-89,-85
1758467749.204080000	228571f08ccf	546865794b6e6f77576865726549503f21	-80,-85,-81
1758467749.219024000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.222006000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-68
1758467749.293626000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-80,-83
1758467749.321384000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.324625000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467749.424372000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.427361000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467749.497591000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-81
1758467749.511287000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-84,-80
1758467749.525518000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-68
1758467749.528508000	ab2bd85168fd	54656c69612d32472d413242423631	-61,-61,-70
1758467749.602067000	5b72acb11f0f	54656c69612d32472d413242383631	-80,-82,-83
1758467749.628783000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.631780000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467749.716069000	228571f08ccf	546865794b6e6f77576865726549503f21	-77,-80,-79
1758467749.731179000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.734397000	4ca30baada51	54656c69612d32472d413242423731	-61,-62,-65
1758467749.814070000	771ae4b8d94f	54656c69612d32472d413242393031	-81,-83,-85
1758467749.818480000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-84,-80
1758467749.832767000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467749.835765000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.892169000	77510e1a9cd7	54656c69612d32472d413242393531	-86,-93,-87
1758467749.935829000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467749.938810000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467750.018874000	771ae4b8d94f	54656c69612d32472d413242393031	-83,-84,-87
1758467750.023293000	228571f08ccf	546865794b6e6f77576865726549503f21	-77,-83,-78
1758467750.039007000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.042236000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467750.112935000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-81,-82
1758467750.140599000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.144246000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-70
1758467750.215701000	5b72acb11f0f	54656c69612d32472d413242383631	-66,-66,-74
1758467750.243105000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.246653000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467750.344877000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467750.347852000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.418756000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-81
1758467750.432910000	228571f08ccf	546865794b6e6f77576865726549503f21	-79,-84,-80
1758467750.447884000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.451266000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467750.533595000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-86
1758467750.550263000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467750.553230000	4ca30baada51	54656c69612d32472d413242423731	-58,-59,-65
1758467750.652073000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467750.655187000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.675778000	fff540089a0e	<MISSING>	-67,-75,-67
1758467750.725967000	5b72acb11f0f	54656c69612d32472d413242383631	-78,-82,-80
1758467750.754629000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-68
1758467750.757616000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.830616000	5b72acb11f0f	54656c69612d32472d413242383631	-77,-81,-79
1758467750.856968000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-69
1758467750.860282000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467750.960113000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-68
1758467750.963694000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467751.033120000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-82,-81
1758467751.062763000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467751.065765000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-69
1758467751.247699000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-83,-86
1758467751.255395000	228571f08ccf	546865794b6e6f77576865726549503f21	-81,-86,-82
1758467751.267173000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-70
1758467751.270141000	ab2bd85168fd	54656c69612d32472d413242423631	-26,-27,-31
1758467751.369391000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467751.471953000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467751.475095000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-71
1758467751.575032000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-73
1758467751.578024000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-31
1758467751.676758000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-74
1758467751.779334000	ab2bd85168fd	54656c69612d32472d413242423631	-26,-27,-31
1758467751.783029000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-77
1758467751.881485000	ab2bd85168fd	54656c69612d32472d413242423631	-26,-27,-30
1758467751.884716000	4ca30baada51	54656c69612d32472d413242423731	-61,-61,-79
1758467751.987724000	ab2bd85168fd	54656c69612d32472d413242423631	-26,-27,-31
1758467752.069603000	771ae4b8d94f	54656c69612d32472d413242393031	-82,-84,-85
1758467752.087047000	ab2bd85168fd	54656c69612d32472d413242423631	-25,-26,-30
1758467752.160599000	5b72acb11f0f	54656c69612d32472d413242383631	-79,-81,-83
1758467752.173698000	228571f08ccf	546865794b6e6f77576865726549503f21	-78,-84,-79
1758467752.192792000	4ca30baada51	54656c69612d32472d413242423731	-60,-60,-78
